Name,Website__c,EmployeeCount__c,Sector__c,Stage__c,LinkedIn__c,Description__c,Address__c,City__c,County__c,HiringStatus__c,YearFounded__c,Latitude__c,Longitude__c
Nomi Health,https://www.nomihealth.com,501-1K,Bio/Medical Tech,Series B,https://www.linkedin.com/company/nomi-health,Rebuilding healthcare with technology,"898 North 1200 West, Orem, UT",Orem,Utah,Actively Hiring,,40.298723,-111.642435
American Battery Factory,https://www.americanbatteryfactory.com,51-200,Energy,Series A,https://www.linkedin.com/company/american-battery-factory-inc,LFP battery cells manufacturing network,"735 Auto Mall Drive, American Fork, UT",American Fork,Utah,Actively Hiring,,40.273241,-111.668657
Atomic,https://www.atomic.financial,51-200,FinTech,Series C,https://www.linkedin.com/company/atomic-fi,Financial connectivity platform,"2890 East Cottonwood Parkway, Cottonwood Heights, UT",Cottonwood Heights,Salt Lake,Actively Hiring,,40.739895,-111.903506
Bacon,https://www.baconwork.com,51-200,B2B Software,Series A,https://www.linkedin.com/company/bacon-inc,Connects businesses to local gig workers,"3715 Tracy Hall Parkway, Provo, UT",Provo,Utah,Actively Hiring,,40.310635,-111.7186
Bandwango,https://www.bandwango.com,51-200,Consumer,Seed,https://www.linkedin.com/company/bandwango,All-in-one experience builder platform,"6905 South 1300 East, Cottonwood Heights, UT",Cottonwood Heights,Salt Lake,Actively Hiring,,40.746094,-111.860776
Chargezoom,https://www.chargezoom.com,51-200,FinTech,Series A,https://www.linkedin.com/company/chargezoom,AI-powered Open Payments Platform,"6440 Millrock Drive, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.726603,-111.896006
HeroDevs,https://www.herodevs.com,51-200,B2B Software,Series A,https://www.linkedin.com/company/herodevs,Life after end-of-life for open-source software,"9561 S 700 E, Sandy, UT",Sandy,Salt Lake,Actively Hiring,,40.800676,-111.831468
Hona,https://www.hona.com,51-200,B2B Software,Series A,https://www.linkedin.com/company/honasoftware,Law firm case update application,"553 Timpanogos Cir Suite 2300, Orem, UT",Orem,Utah,Actively Hiring,,40.262761,-111.729021
Hypercraft,https://www.hypercraftusa.com,51-200,Energy,Seed,https://www.linkedin.com/company/hypercraftusa,EV technology access,"1200 Towne Centre Boulevard, Provo, UT",Provo,Utah,Actively Hiring,,40.278116,-111.642609
iDrive Logistics,https://www.idrivelogistics.com,51-200,Consumer,Seed,https://www.linkedin.com/company/i-drive-logistics,Shipping and fulfillment solutions,"1850 Ashton Boulevard, Lehi, UT",Lehi,Utah,Actively Hiring,,40.327369,-111.649088
IsoTalent,https://www.isotalent.com,51-200,B2B Software,Seed,https://www.linkedin.com/company/isotalent,Full-service recruiting agency,"2600 Executive Parkway, Lehi, UT",Lehi,Utah,Actively Hiring,,40.286462,-111.73567
Music AI,https://www.music.ai,51-200,Consumer,Series A,https://www.linkedin.com/company/moises,AI-powered music and audio platform,"4001 South 700 East, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.7875,-111.866575
Motivhealth,https://www.motivhealth.com,51-200,B2B Software,Seed,https://www.linkedin.com/company/motivhealth,Insurance solving high healthcare costs,"10421 South Jordan Gateway, South Jordan, UT",South Jordan,Salt Lake,Actively Hiring,,40.769734,-111.832532
Murf,https://www.murf.ai,51-200,B2B Software,Series A,https://www.linkedin.com/company/murf-ai,High-quality AI voice overs,"341 South Main Street, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.773118,-111.950061
Nectar HR,https://www.nectarhr.com,51-200,B2B Software,Series B,https://www.linkedin.com/company/nectarhr,Build culture people won't leave,"1300 W Traverse Pkwy, Lehi, UT",Lehi,Utah,Actively Hiring,,40.322268,-111.718675
Nivati,https://www.nivati.com,51-200,B2B Software,Seed,https://www.linkedin.com/company/nivati-co,Multi-pronged wellness solution,"10808 South River Front Parkway, South Jordan, UT",South Jordan,Salt Lake,Actively Hiring,,40.773871,-111.838328
Nursa,https://www.nursa.com,51-200,Marketplaces,Series B,https://www.linkedin.com/company/nursaapp,Healthcare staffing connecting clinicians,"5295 Commerce Drive, Murray, UT",Murray,Salt Lake,Actively Hiring,,40.731543,-111.937149
Pillow Cube,https://www.pillowcube.com,51-200,Consumer,Series A,https://www.linkedin.com/company/pillow-cube,Pillow designed for side sleepers,"1815 S State St, Orem, UT",Orem,Utah,Actively Hiring,,40.265463,-111.688213
Project Solar,https://www.projectsolar.com,51-200,Consumer,Series A,https://www.linkedin.com/company/project-solar,E-commerce platform for solar,"1850 West Ashton Boulevard, Lehi, UT",Lehi,Utah,Actively Hiring,,40.278688,-111.68202
Redo,https://www.getredo.com,51-200,B2B Software,Series A,https://www.linkedin.com/company/redo-tech,Crush cart abandonment,"14761 Future Way, Draper, UT",Draper,Salt Lake,Actively Hiring,,40.778209,-111.926568
Remi,https://www.remihq.com,51-200,B2B Software,Series A,https://www.linkedin.com/company/remilabs,Find roofers more roofs,"1800 Ashton Boulevard, Lehi, UT",Lehi,Utah,Actively Hiring,,40.307639,-111.722922
Rivet Health,https://www.rivethealth.com,51-200,B2B Software,Series B,https://www.linkedin.com/company/rivethealth,Software for cost answers from providers,"9815 S Monroe Street, Sandy, UT",Sandy,Salt Lake,Actively Hiring,,40.759883,-111.84236
Stay AI,https://www.stay.ai,51-200,B2B Software,Series A,https://www.linkedin.com/company/stayai,Subscription management for DTC brands,"3209 Daybreaker Drive, Park City, UT",Park City,Summit,Actively Hiring,,40.888788,-111.048024
Strider,https://www.striderintel.com,51-200,Security,Series C,https://www.linkedin.com/company/teamstrider,Protect innovation and compete,"10377 South Jordan Gateway, South Jordan, UT",South Jordan,Salt Lake,Actively Hiring,,40.754686,-111.917798
Tava Health,https://www.tavahealth.com,51-200,Bio/Medical Tech,Series B,https://www.linkedin.com/company/tava-health,Mental health benefit for employees,"645 South 200 East, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.721084,-111.858466
The Picklr,https://www.thepicklr.com,51-200,Consumer,Series B,https://www.linkedin.com/company/thepicklr,Fastest-growing pickleball courts network,"559 South Deseret Drive, Kaysville, UT",Kaysville,Davis,Actively Hiring,,41.004769,-111.918565
Torus,https://www.torus.co,51-200,Energy,Series A,https://www.linkedin.com/company/torusrev,Renewable energy provider empowerment,"855 West 2400 South, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.780098,-111.884798
Vanilla,https://www.justvanilla.com,51-200,FinTech,Series B,https://www.linkedin.com/company/justvanilla,Estate Advisory Platform,"310 South Main Street, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.755015,-111.94984
Voze,https://www.voze.com,51-200,B2B Software,Series A,https://www.linkedin.com/company/usevoze,Timely sales rep notes,"44 W 13800 S, Draper, UT",Draper,Salt Lake,Actively Hiring,,40.72682,-111.845027
Xevant,https://www.xevant.com,51-200,B2B Software,Series D+,https://www.linkedin.com/company/xevant,Actionable insights on drug costs,"3400 North Ashton Boulevard, Lehi, UT",Lehi,Utah,Actively Hiring,,40.329214,-111.689129
Zartico,https://www.zartico.com,51-200,B2B Software,Series A,https://www.linkedin.com/company/zartico,Marketing performance solutions,"26 South Rio Grande Street, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.787568,-111.881099
3Helix,https://www.3helix.com,2-10,Bio/Medical Tech,Seed,https://www.linkedin.com/company/3helix-inc,Collagen targeting technology,"650 Komas Drive, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.732648,-111.935707
DrumCV,https://www.drumcv.com,2-10,B2B Software,Seed,https://www.linkedin.com/company/drumcv,AI-powered support dispositions,"2022 Tuscany Way, Pleasant Grove, UT",Pleasant Grove,Utah,Actively Hiring,,40.281561,-111.646722
Canopy Tax,https://www.getcanopy.com,51-200,B2B Software,Series C,https://www.linkedin.com/company/canopy-inc,Accounting practice management software,"10355 S Jordan Gateway Suite 500, South Jordan, UT",South Jordan,Salt Lake,Actively Hiring,,40.78449,-111.847716
ObservePoint,https://www.observepoint.com,51-200,Security,Series B,https://www.linkedin.com/company/observepoint,Ensure privacy compliance standards,"2100 Pleasant Grove Blvd #300, Pleasant Grove, UT",Pleasant Grove,Utah,Actively Hiring,,40.328814,-111.729391
MX,https://www.mx.com,501-1K,FinTech,Series D+,https://www.linkedin.com/company/mxenabled,Financial data connectivity platform,"3401 N Thanksgiving Way #500, Lehi, UT",Lehi,Utah,Actively Hiring,,40.276862,-111.742265
Neighbor,https://www.neighbor.com,51-200,Marketplaces,Series B,https://www.linkedin.com/company/neighbor,Peer-to-peer storage company,"2600 Executive Pkwy Suite 550, Lehi, UT",Lehi,Utah,Actively Hiring,,40.319309,-111.648504
BookClub,https://www.bookclub.com,11-50,B2B Software,Series A,https://www.linkedin.com/company/bookclubdotcom,Books into interactive experiences,"7533 Center View Ct #4134, West Jordan, UT",West Jordan,Salt Lake,Actively Hiring,,40.75331,-111.876521
Liveview Technologies,https://www.lvt.com,501-1K,Security,Series B,https://www.linkedin.com/company/lvt,Rapidly-deployable surveillance hardware,"802 E 1050 S, American Fork, UT",American Fork,Utah,Actively Hiring,,40.269264,-111.643014
Lucid,https://lucid.co,1K-5K,B2B Software,Series D+,https://www.linkedin.com/company/lucidsoftware,Visual collaboration suite,"10355 S Jordan Gateway #300, South Jordan, UT",South Jordan,Salt Lake,Actively Hiring,,40.789968,-111.833855
Jump,https://jumpapp.com,11-50,B2B Software,Seed,https://www.linkedin.com/company/jump-app-ai,AI tool for wealth managers,"14761 Future Way, Draper, UT",Draper,Salt Lake,Actively Hiring,,40.785662,-111.84523
Previ,https://previ.com,11-50,B2B Software,Seed,https://www.linkedin.com/company/previbenefit,Employees save on cell phone bill,"3400 Ashton Blvd #160, Lehi, UT",Lehi,Utah,Actively Hiring,,40.258883,-111.666212
Alpyne,https://www.getalpyne.com,2-10,B2B Software,Pre-Seed,https://www.linkedin.com/company/getalpyne,Fractional CFOs with complete control,"3585 E Ceres Dr, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.747375,-111.839302
Distro,https://distro.io,2-10,Marketplaces,Seed,https://www.linkedin.com/company/distroio,Find and match top quality talent,"550 West State Street, Lehi, UT",Lehi,Utah,Actively Hiring,,40.321079,-111.650912
Parallel,https://getparallel.com,2-10,B2B Software,Seed,https://www.linkedin.com/company/getparallel,Financial modeling platform,,,Salt Lake,Actively Hiring,,40.78566,-111.918983
Avy,https://www.avy.ai,11-50,B2B Software,Seed,https://www.linkedin.com/company/avy-ai-inc,Humans and computers working together,"6975 South Union Park Avenue, Cottonwood Heights, UT",Cottonwood Heights,Salt Lake,Actively Hiring,,40.78379,-111.938029
Awardco,https://www.award.co,501-1K,B2B Software,Series A,https://www.linkedin.com/company/awardco,Recognition and rewards platform,"2080 W 400 N, Lindon, UT",Lindon,Utah,Actively Hiring,,40.326673,-111.651569
Filevine,https://www.filevine.com,501-1K,B2B Software,Series D+,https://www.linkedin.com/company/filevine,Changing how legal work gets done,"1260 Stringham Ave, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.738595,-111.85301
Snoball,https://snoball.com,11-50,B2B Software,Series B,https://www.linkedin.com/company/snoballplatform,"Word of Mouth Marketing, done for you","1064 S N County Blvd Suite 300, Pleasant Grove, UT",Pleasant Grove,Utah,Actively Hiring,,40.293724,-111.717977
DeepSee,https://deepsee.ai,11-50,B2B Software,Series A,https://www.linkedin.com/company/deepsee,Knowledge Process Automation platform,"13907 S Minuteman Drive, Draper, UT",Draper,Salt Lake,Actively Hiring,,40.784428,-111.923689
AskElephant,https://www.askelephant.ai,11-50,B2B Software,Pre-Seed,https://www.linkedin.com/company/askelephant,AI-powered platform automating workflows,"12459 S 300 E Suite 102, Draper, UT",Draper,Salt Lake,Actively Hiring,,40.722693,-111.927824
Whistic,https://whistic.com,51-200,B2B Software,Series B,https://www.linkedin.com/company/whistic,Vendor assessments and customer trust,"1221 S Valley Grove Way #350, Pleasant Grove, UT",Pleasant Grove,Utah,Actively Hiring,,40.283161,-111.650878
Helperly,https://helperly.com,11-50,Consumer,Seed,https://www.linkedin.com/company/helperlycare,Transforming the way seniors age,"9547 S 700 E STE 201, Sandy, UT",Sandy,Salt Lake,Actively Hiring,,40.798151,-111.917505
Lendio,https://www.lendio.com,201-500,Marketplaces,Series D+,https://www.linkedin.com/company/lendio,Marketplace connecting businesses and lenders,"4100 Chapel Ridge Road Suite 500, Lehi, UT",Lehi,Utah,Actively Hiring,,40.308219,-111.706639
ControlQore,https://www.controlqore.com,2-10,FinTech,Pre-Seed,https://www.linkedin.com/company/controlqore,Financial management for construction,"905 N Marshall Way Suite C, Layton, UT",Layton,Davis,Actively Hiring,,41.032292,-111.885654
Kuali,https://www.kuali.co,51-200,B2B Software,Series D+,https://www.linkedin.com/company/kualico,Administrative SaaS for higher education,"3300 North Ashton Boulevard, Lehi, UT",Lehi,Utah,Actively Hiring,,40.332039,-111.740759
Carketa,https://carketa.com,11-50,B2B Software,Seed,https://www.linkedin.com/company/carketa,Automotive Data and Insights Platform,"3400 Ashton Blvd Suite 450, Lehi, UT",Lehi,Utah,Actively Hiring,,40.334532,-111.733172
Moneta,https://www.monetacloud.com,2-10,B2B Software,Seed,https://www.linkedin.com/company/monetacloud,Cloud Visibility and Cost Optimization,"350 East 400 South Suite 316, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.797803,-111.919144
SponsorCX,https://sponsorcx.com,11-50,B2B Software,Series A,https://www.linkedin.com/company/sponsorcx,Sponsorship management platform,"3401 N Thanksgiving Way #190, Lehi, UT",Lehi,Utah,Actively Hiring,,40.265572,-111.702452
Mindless Labs,https://mindless.org,2-10,Consumer,Pre-Seed,https://www.linkedin.com/company/mindlesslabs,Mental health platform and movement,"1935 E. Vine Street Ste. 110, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.779084,-111.913359
Benji Card,https://benjicard.com,2-10,FinTech,Pre-Seed,https://www.linkedin.com/company/benji-card,Innovative healthcare payment solutions,"1117 E Yard Row, Saratoga Springs, UT",Saratoga Springs,Utah,Actively Hiring,,40.305397,-111.693229
JobNimbus,https://www.jobnimbus.com,201-500,B2B Software,Series B,https://www.linkedin.com/company/jobnimbus,SaaS for home contractors,"3451 Triumph Blvd Suite 650, Lehi, UT",Lehi,Utah,Actively Hiring,,40.287716,-111.685409
Cove,https://covesmart.com,11-50,Security,Seed,https://www.linkedin.com/company/covesmart,DIY home security company,"14015 Minuteman Dr, Draper, UT",Draper,Salt Lake,Actively Hiring,,40.741178,-111.865946
Guard IQ,https://GuardIQ.com,2-10,B2B Software,Pre-Seed,https://www.linkedin.com/company/guard-iq,Venue management technology,"2575 W 400 N Suite 100B, Lindon, UT",Lindon,Utah,Actively Hiring,,40.257035,-111.643531
Enzo Health,https://www.enzo.health,11-50,B2B Software,Seed,https://www.linkedin.com/company/enzo-health,Automates documentation for healthcare facilities,"3300 Triumph Blvd Suites 100 and 200, Lehi, UT",Lehi,Utah,Actively Hiring,,40.299976,-111.668268
Pocketbook,https://pocketbk.com,2-10,B2B Software,Pre-Seed,https://www.linkedin.com/company/pocketbk,Reduce IT spend through negotiations,"1630 N 1770 E, Logan, UT",Logan,Cache,Actively Hiring,,41.756356,-111.749225
Zonos,https://zonos.com,51-200,B2B Software,Series A,https://www.linkedin.com/company/zonos,"International shipping, duty, taxes, fees","975 S Tech Ridge Dr, St. George, UT",St. George,Washington,Actively Hiring,,37.093238,-113.635703
Vasion,https://vasion.com,201-500,B2B Software,Series A,https://www.linkedin.com/company/vasion-software,Making Digital Transformation Attainable,"432 S Tech Ridge Dr, St. George, UT",St. George,Washington,Actively Hiring,,37.117239,-113.604476
Renew Biotechnologies,https://www.renewbt.com,11-50,Bio/Medical Tech,Series A,https://www.linkedin.com/company/renew-biotechnologies,Molecular diagnostics technologies,"412 W Rivers Edge Dr, Provo, UT",Provo,Utah,Actively Hiring,,40.282013,-111.652838
VIUS,https://viusbuilt.com,2-10,B2B Software,Pre-Seed,https://www.linkedin.com/company/viusbuilt,Construction management,"786 Divisions Road, Park City, UT",Park City,Summit,Actively Hiring,,40.87868,-111.023061
Fluid,https://www.fluid.app,51-200,B2B Software,Series A,https://www.linkedin.com/company/fluid-livefree,"E-commerce, sales, marketing for direct sales","139 Hunter's Grove Ln STE 207, Lehi, UT",Lehi,Utah,Actively Hiring,,40.281643,-111.705593
Trinsic,https://trinsic.id,2-10,B2B Software,Seed,https://www.linkedin.com/company/14820679,Identity verification and wallets,"2701 N Thanksgiving Way Ste 100, Lehi, UT",Lehi,Utah,Actively Hiring,,40.289092,-111.719121
Plansight,https://www.plansight.com,11-50,B2B Software,Series B,https://www.linkedin.com/company/plansight,Discover high-quality benefits,"2500 Executive Pkwy, Lehi, UT",Lehi,Utah,Actively Hiring,,40.267083,-111.704146
SalesRabbit,https://salesrabbit.com,51-200,B2B Software,Series D+,https://www.linkedin.com/company/salesrabbit,Field Sales Management Platform,"2000 Ashton Blvd #450, Lehi, UT",Lehi,Utah,Actively Hiring,,40.332129,-111.673322
Mallow,https://www.getmallow.com,2-10,B2B Software,Pre-Seed,https://www.linkedin.com/company/getmallow,Payments and eContracts Software,"St. George, UT",,Salt Lake,Actively Hiring,,40.793024,-111.877138
Listo Global,https://listoglobal.com,11-50,B2B Software,Seed,https://www.linkedin.com/company/listo-global,"Find, hire and pay global team",,,Salt Lake,Actively Hiring,,40.744876,-111.885248
Relay Health,https://www.joinrelay.app,2-10,Consumer,Seed,https://www.linkedin.com/company/74098548,Overcome addiction with peer support,"815 W 1250 S, Orem, UT",Orem,Utah,Actively Hiring,,40.256932,-111.72017
Airbatch,https://airbatch.io,2-10,B2B Software,Pre-Seed,https://www.linkedin.com/company/airbatch,Quality control platform for brands,,,Salt Lake,Actively Hiring,,40.755191,-111.881402
Elektrik App,https://elektrikapp.com,11-50,Marketplaces,Seed,https://www.linkedin.com/company/elektrikapp,Marketplace for electrical equipment,"1396 W 200 S Bldg 2 Unit E, Lindon, UT",Lindon,Utah,Actively Hiring,,40.309276,-111.698801
Grain,https://grain.com,11-50,B2B Software,Series A,https://www.linkedin.com/company/grainhq,AI Notetaker and Conversation Intelligence,"2701 N Thanksgiving Way #100, Lehi, UT",Lehi,Utah,Actively Hiring,,40.292273,-111.728956
Devote,https://usedevote.com,2-10,FinTech,Pre-Seed,https://www.linkedin.com/company/usedevote,All-in-one financial platform for nonprofits,"155 N 400 W, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.758655,-111.842858
Learnie,https://mylearnie.com,2-10,B2B Software,Pre-Seed,https://www.linkedin.com/company/learnie,Peer-to-peer microlearning platform,"705 Matterhorn Dr, Park City, UT",Park City,Summit,Actively Hiring,,40.884782,-111.038737
Clientbook,https://www.clientbook.com,11-50,B2B Software,Series A,https://www.linkedin.com/company/clientbook-retail,Retail store sales clienteling tools,"3300 N Ashton Blvd Suite 175, Lehi, UT",Lehi,Utah,Actively Hiring,,40.263684,-111.692746
ADDAX Overland,https://www.addaxoverland.com,2-10,Consumer,Series A,https://www.linkedin.com/company/addax-overland,High-quality overlanding equipment,"32 1800 W H, Lindon, UT",Lindon,Utah,Actively Hiring,,40.307535,-111.714377
ElizaChat,https://elizachat.com,2-10,Bio/Medical Tech,Pre-Seed,https://www.linkedin.com/company/eliza-chat,Mental health coach powered by AI,"2701 N Thanksgiving Way #100, Lehi, UT",Lehi,Utah,Actively Hiring,,40.322374,-111.664463
Thymeless Enterprises,https://rosierue.com,51-200,Consumer,Bootstrapped,https://www.linkedin.com/company/thymeless,Streamline wedding vendor operations,"231 N University Ave, Provo, UT",Provo,Utah,Actively Hiring,,40.310724,-111.727643
SoloSuit,https://solosuit.com,11-50,FinTech,Seed,https://www.linkedin.com/company/36086542,Helps respond to debt collection lawsuits,,,Salt Lake,Actively Hiring,,40.73673,-111.948069
SquarePeg,https://www.squarepeghires.com,11-50,B2B Software,Seed,https://www.linkedin.com/company/squarepeg-hires,AI-assisted recruiting platform,"26 S Rio Grande St #2072, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.740387,-111.893984
Swell,https://www.swellcx.com,51-200,B2B Software,Series A,https://www.linkedin.com/company/swell-cx,Experience management for healthcare,"6510 Millrock Dr STE 300, Holladay, UT",Holladay,Salt Lake,Actively Hiring,,40.788779,-111.942261
Monovo,https://monovo.care,11-50,Bio/Medical Tech,Seed,https://www.linkedin.com/company/monovotech,Improve health equity in communities,"2578 W 600 N, Lindon, UT",Lindon,Utah,Actively Hiring,,40.290055,-111.679028
Adminify AI,https://adminify.ai,11-50,B2B Software,Bootstrapped,https://www.linkedin.com/company/adminify-ai,All-in-one AI communication platform,"1250 E 200 S, Lehi, UT",Lehi,Utah,Actively Hiring,,40.272455,-111.671037
Territories.AI,https://territories.ai,2-10,B2B Software,Pre-Seed,https://www.linkedin.com/company/territories-ai,Intelligent revenue planning,"2701 N Thanksgiving Way #100, Lehi, UT",Lehi,Utah,Actively Hiring,,40.29645,-111.725322
SpaceAgent,https://spaceagent.app,2-10,B2B Software,Pre-Seed,https://www.linkedin.com/company/97418896,Lead gen copilot with data enrichment,"2174 S Main Street, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.773285,-111.950335
PowerBx,https://powerbx.com,2-10,B2B Software,Bootstrapped,https://www.linkedin.com/company/6426403,Space management and scheduling solutions,"2174 S Main Street, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.780877,-111.858594
TheraPro.ai,https://therapro.ai,2-10,Bio/Medical Tech,Seed,https://www.linkedin.com/company/theraproai,Empowering therapists with AI,"192 N Fort Ln, Layton, UT",Layton,Davis,Actively Hiring,,40.962327,-111.898982
Nodal Power Inc,https://nodalpowersystems.com,2-10,Energy,Seed,https://www.linkedin.com/company/nodal-power-systems,Landfill Gas-to-Energy Microgrids,"250 E 200 S, Salt Lake City, UT",Salt Lake City,Salt Lake,Actively Hiring,,40.734871,-111.836044
OgdenXR,https://www.ogdenxr.com,2-10,B2B Software,Seed,https://www.linkedin.com/company/ogdenxr,Visualization tools using immersive technologies,"4652 S 1025 E, Ogden, UT",Ogden,Weber,Actively Hiring,,41.262237,-112.019674
